1st Term GPA,2nd Term GPA,First Language,Funding,School,Fast Track,Coop,Residency,Gender,Prev Education,Age Group,High School Average Mark,Math Score,English Grade,FirstYearPersistence
3.02381,2.545455,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,48.0,Level-141,1.0
3.3,3.5,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
0.545455,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,76.0,,Level-170,0.0
4.104167,4.0625,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,92.0,47.0,Level-141,1.0
4.1,2.815789,,Intl Transfer,6.0,No,Yes,International,Male,HighSchool,21 to 25,,48.0,Level-171,1.0
4.295455,4.28,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,31 to 35,,44.0,Level-160,1.0
4.5,4.461538,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,26 to 30,,,Level-170,1.0
3.625,3.12,,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,44.0,Level-160,0.0
1.928571,1.617647,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,51.0,19.0,Level-170,1.0
1.428571,,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,62.0,25.0,Level-141,0.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,65.0,11.0,Level-160,0.0
2.880952,2.166667,Other,Second Career Program,6.0,No,No,Domestic,Male,HighSchool,26 to 30,74.0,18.0,Level-170,1.0
3.62,4.0,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,85.0,29.0,Level-170,0.0
3.76,4.083333,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,,,Level-140,1.0
3.56,3.153846,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.3,3.108696,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,68.0,20.0,Level-160,1.0
2.107143,3.0,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
2.958333,3.160714,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
3.785714,3.652174,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,90.0,29.0,Level-170,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,0,21 to 25,61.0,19.0,Level-170,0.0
2.934783,2.730769,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.16,2.98,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,26 to 30,93.0,31.0,Level-160,1.0
4.04,3.925,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,87.0,38.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,19 to 20,83.0,43.0,Level-170,0.0
2.0,0.0,Other,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,57.0,29.0,Level-141,0.0
2.275,2.636364,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-160,1.0
3.043478,2.413043,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,81.0,42.0,Level-160,1.0
2.978261,3.04,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.521739,2.782609,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,41 to 50,,,Level-171,1.0
4.431818,4.409091,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,98.0,45.0,Level-170,1.0
3.522727,3.022727,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,26 to 30,,25.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,77.0,22.0,Level-160,0.0
3.347826,1.710526,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,69.0,27.0,Level-170,1.0
3.145833,2.777778,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,94.0,27.0,Level-170,1.0
3.675,3.761905,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
0.652174,,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,0.0
3.125,1.269231,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,63.0,43.0,Level-141,1.0
3.825,3.568182,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-161,1.0
1.642857,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,87.0,24.0,Level-160,0.0
3.847826,3.84,,Intl Regular,6.0,No,Yes,International,Male,HighSchool,31 to 35,,34.0,Level-171,1.0
4.38,4.5,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,85.0,45.0,Level-170,1.0
3.333333,3.652174,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,47.0,Level-170,1.0
3.270833,3.45,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,31 to 35,,16.0,Level-171,1.0
2.82,2.02,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-141,1.0
2.795455,2.684211,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,48.0,Level-161,1.0
2.095238,2.045455,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,,22.0,Level-140,1.0
3.73913,3.211538,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
3.6875,3.3,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,49.0,Level-161,1.0
2.861111,1.478261,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,68.0,30.0,Level-171,1.0
3.236842,1.233333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,74.0,32.0,Level-170,1.0
4.0,4.0,English,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,19 to 20,86.0,36.0,Level-170,1.0
3.809524,3.652174,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,88.0,27.0,Level-170,1.0
2.608696,2.846154,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
4.159091,4.421053,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,92.0,23.0,Level-170,1.0
2.611111,2.470588,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-170,1.0
2.75,3.125,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.35,2.403846,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,26 to 30,,,Level-161,1.0
1.857143,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,76.0,27.0,Level-160,1.0
2.791667,2.357143,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,48.0,Level-161,1.0
3.152174,3.0,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
2.5625,3.0625,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.0,2.961538,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,0.0
3.6875,4.047619,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,,49.0,Level-171,1.0
3.458333,3.727273,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,,40.0,Level-171,1.0
0.0,,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,44.0,Level-161,0.0
2.46875,0.933333,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,69.0,18.0,Level-130,1.0
4.125,3.903846,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
1.363636,0.695652,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,36.0,Level-170,0.0
2.852941,3.113636,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
3.03125,2.125,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,39.0,Level-161,1.0
1.789474,1.5,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,76.0,14.0,Level-170,0.0
2.104167,3.090909,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,75.0,22.0,Level-160,1.0
3.761905,3.217391,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,89.0,30.0,Level-171,1.0
3.891304,4.142857,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,0 to 18,,42.0,Level-161,1.0
4.0,2.809524,,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,49.0,Level-171,1.0
3.975,3.894737,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,95.0,25.0,Level-170,1.0
3.333333,2.660714,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
3.625,2.892857,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
4.043478,3.9,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-171,1.0
,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,59.0,19.0,Level-140,0.0
1.875,2.0,,Intl Transfer,6.0,No,No,International,Male,HighSchool,0 to 18,,44.0,Level-141,1.0
3.605263,2.818182,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,59.0,,Level-170,1.0
3.673913,3.869565,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,45.0,Level-160,1.0
2.75,2.382353,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,48.0,Level-170,1.0
2.28,3.375,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,77.0,26.0,Level-170,1.0
4.347826,3.452381,English,GPOG_FT,6.0,Yes,Yes,Domestic,Male,PostSecondary,21 to 25,,,Level-170,1.0
3.020833,3.846154,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
2.125,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,0,19 to 20,80.0,36.0,Level-170,0.0
3.934783,3.68,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
4.369565,4.357143,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,36 to 40,,49.0,Level-141,1.0
4.05,3.204545,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,21 to 25,,,Level-170,0.0
0.625,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,21 to 25,,26.0,Level-170,1.0
2.392857,3.222222,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,79.0,42.0,Level-160,0.0
3.794118,3.818182,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,26 to 30,,,Level-171,1.0
3.083333,3.25,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
2.5,1.833333,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,29.0,Level-160,1.0
3.347826,3.136364,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,19 to 20,94.0,44.0,Level-160,1.0
3.673913,3.2,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,76.0,30.0,Level-160,1.0
2.613636,2.03125,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,0 to 18,80.0,29.0,Level-160,0.0
0.225,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,60.0,27.0,Level-170,0.0
0.0,,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,21 to 25,66.0,20.0,Level-170,0.0
2.826087,1.807692,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-170,1.0
3.380952,2.333333,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,0 to 18,92.0,40.0,Level-170,0.0
3.428571,1.433333,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,21 to 25,89.0,49.0,Level-160,1.0
0.204545,,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,65.0,22.0,Level-170,0.0
3.166667,2.5,Other,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,21 to 25,80.0,26.0,Level-171,1.0
3.2,2.595238,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,24.0,Level-160,1.0
2.675,3.333333,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-170,1.0
4.2,3.65625,English,GPOG_FT,6.0,Yes,Yes,Domestic,Female,PostSecondary,21 to 25,,,Level-170,0.0
2.5625,2.681818,Other,Second Career Program,6.0,No,No,Domestic,Female,0,26 to 30,,47.0,Level-161,1.0
3.571429,2.788462,English,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,19 to 20,87.0,39.0,Level-170,1.0
1.5,1.6,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,78.0,31.0,Level-170,1.0
3.326087,3.519231,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
4.204545,3.98,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,19 to 20,,48.0,Level-161,1.0
2.159091,2.865385,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.607143,3.423077,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,21 to 25,89.0,,Level-140,1.0
0.0,,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,0.0
1.5,2.444444,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,85.0,18.0,Level-160,1.0
3.6,3.1,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,77.0,31.0,Level-170,1.0
2.725,2.195652,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,82.0,43.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,52.0,18.0,Level-140,0.0
0.409091,1.7,Other,Intl Regular,6.0,No,No,International,Male,0,0 to 18,,32.0,Level-141,1.0
3.652174,3.807692,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-161,1.0
3.4375,2.978261,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,69.0,17.0,Level-141,1.0
4.065217,3.717391,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,49.0,Level-170,1.0
2.475,1.416667,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,71.0,31.0,Level-170,1.0
3.022727,2.5,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,77.0,22.0,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,53.0,16.0,Level-170,0.0
2.75,3.166667,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,44.0,Level-141,1.0
4.272727,4.25,Other,Second Career Program,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,,48.0,Level-161,1.0
3.86,3.961538,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,95.0,42.0,Level-170,1.0
3.7,3.380952,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,26 to 30,,,Level-170,1.0
3.875,3.416667,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,48.0,Level-161,1.0
4.090909,3.861111,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,31 to 35,81.0,28.0,Level-170,1.0
4.195652,4.119048,Other,GPOG_FT,6.0,No,Yes,Domestic,Female,PostSecondary,41 to 50,,47.0,Level-171,1.0
3.56,3.190476,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,71.0,29.0,Level-170,1.0
3.54,2.907407,,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-171,1.0
1.53125,0.0,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,71.0,24.0,,1.0
2.613636,2.87931,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,21 to 25,,,Level-161,1.0
0.76087,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,79.0,34.0,Level-170,0.0
2.642857,2.725,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,81.0,23.0,Level-170,1.0
3.090909,2.772727,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,83.0,32.0,Level-170,1.0
2.92,2.928571,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,79.0,26.0,Level-170,1.0
3.456522,2.557692,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
4.195652,3.825,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,49.0,Level-171,1.0
2.380952,2.130435,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,31.0,Level-170,1.0
3.421053,,Other,GPOG_FT,6.0,No,No,Domestic,Male,PostSecondary,41 to 50,,45.0,Level-161,0.0
3.75,3.694444,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,84.0,42.0,Level-170,1.0
1.0,1.25,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,81.0,27.0,Level-170,0.0
3.804348,3.519231,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-171,1.0
3.880952,3.568182,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,89.0,38.0,Level-170,1.0
1.305556,,Other,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,75.0,44.0,Level-160,0.0
0.0,0.0,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,21 to 25,,,Level-161,0.0
2.86,2.375,Other,Intl Regular,6.0,No,Yes,International,Male,0,0 to 18,,19.0,Level-161,1.0
1.809524,1.619048,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,78.0,23.0,Level-160,0.0
3.934783,3.72,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,26 to 30,,,Level-171,1.0
3.194444,3.519231,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-160,1.0
3.568182,2.931818,Other,Intl Regular,6.0,No,Yes,International,Male,HighSchool,0 to 18,,41.0,Level-161,1.0
3.475,3.681818,,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,26 to 30,,38.0,Level-161,1.0
2.73913,2.307692,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
1.782609,1.891304,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,43.0,Level-161,1.0
2.657895,0.3,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,88.0,25.0,Level-160,0.0
0.315789,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,55.0,22.0,Level-170,0.0
2.2,2.59375,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,26 to 30,,27.0,Level-170,1.0
2.5,3.045455,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,1.0
0.0,2.636364,Other,Intl Regular,6.0,No,Yes,International,Female,PostSecondary,26 to 30,,48.0,Level-170,0.0
3.175,3.522727,,Intl Regular,6.0,No,No,International,Female,HighSchool,0 to 18,,16.0,Level-171,1.0
3.94,2.695652,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,78.0,48.0,Level-141,1.0
3.666667,3.166667,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,79.0,20.0,,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,0,19 to 20,,21.0,Level-170,1.0
3.891304,4.019231,English,Intl Regular,6.0,Yes,Yes,International,Female,PostSecondary,26 to 30,,,Level-170,1.0
4.0,3.904762,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,94.0,,Level-170,1.0
2.947368,2.586957,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-140,1.0
2.642857,0.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,69.0,43.0,Level-161,1.0
4.23913,4.357143,,Intl Regular,6.0,No,Yes,International,Female,HighSchool,21 to 25,,50.0,Level-161,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,67.0,31.0,Level-170,0.0
3.368421,3.12,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,79.0,,Level-170,1.0
3.266667,2.44,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-161,1.0
3.236842,2.763158,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,22.0,Level-161,1.0
1.928571,2.043478,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,68.0,11.0,Level-140,1.0
2.0,1.210526,English,GPOG_FT,6.0,No,Yes,Domestic,Female,HighSchool,19 to 20,74.0,24.0,Level-170,1.0
2.470588,2.18,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,22.0,Level-161,1.0
3.227273,3.130435,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,19 to 20,89.0,30.0,,1.0
0.0,0.0,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,73.0,32.0,Level-170,0.0
3.630435,3.833333,English,Second Career Program,6.0,No,No,Domestic,Female,0,36 to 40,,46.0,Level-161,1.0
2.727273,2.295455,Other,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,31.0,Level-160,1.0
2.190476,1.411765,,Intl Regular,6.0,No,No,International,Male,HighSchool,21 to 25,,18.0,Level-161,1.0
3.119048,3.041667,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,74.0,36.0,Level-161,1.0
1.03125,0.666667,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,74.0,18.0,Level-140,0.0
0.0,2.125,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,21 to 25,71.0,19.0,Level-170,1.0
4.357143,3.886364,,Intl Transfer,6.0,No,Yes,International,Female,HighSchool,21 to 25,,49.0,Level-171,1.0
3.675,3.5,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,19 to 20,,,Level-161,1.0
0.0,0.0,,Intl Regular,6.0,No,No,International,Male,HighSchool,19 to 20,,48.0,Level-170,0.0
2.6,2.605263,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
2.826087,1.725,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,21 to 25,71.0,17.0,Level-170,1.0
1.192308,1.214286,Other,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,52.0,29.0,Level-141,1.0
2.894737,2.46,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-171,1.0
3.391304,3.1,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-141,1.0
3.395833,3.478261,Other,Intl Regular,6.0,Yes,Yes,International,Male,HighSchool,26 to 30,,,Level-170,1.0
3.04,2.590909,Other,Intl Regular,6.0,Yes,Yes,International,Male,PostSecondary,21 to 25,,,Level-171,0.0
3.675,3.931818,Other,Intl Regular,6.0,Yes,No,International,Female,HighSchool,21 to 25,,,Level-160,1.0
2.04,1.875,Other,Intl Regular,6.0,No,No,International,Female,PostSecondary,21 to 25,,24.0,Level-141,1.0
3.595238,3.340909,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,79.0,34.0,Level-170,1.0
3.961538,4.108696,Other,Intl Regular,6.0,Yes,No,International,Male,PostSecondary,21 to 25,,,Level-171,1.0
3.23913,3.527778,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,0 to 18,96.0,27.0,Level-170,0.0
4.076923,3.108696,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,92.0,45.0,Level-170,1.0
4.403846,4.434783,English,GPOG_FT,6.0,Yes,No,Domestic,Male,PostSecondary,21 to 25,,,Level-170,1.0
0.0,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,19 to 20,67.0,26.0,Level-170,0.0
3.854167,3.791667,,Intl Regular,6.0,No,No,International,Male,HighSchool,0 to 18,,49.0,Level-161,1.0
0.0,,Other,Intl Regular,6.0,Yes,No,International,Male,HighSchool,21 to 25,,,Level-161,0.0
4.166667,4.111111,English,GPOG_FT,6.0,No,No,Domestic,Female,PostSecondary,21 to 25,94.0,,Level-170,1.0
4.28,4.340909,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,21 to 25,72.0,42.0,Level-170,1.0
1.676471,1.733333,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,81.0,31.0,Level-170,1.0
1.9,2.071429,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,,22.0,Level-161,1.0
3.795455,,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,85.0,,,0.0
0.25,,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,0 to 18,67.0,22.0,Level-160,0.0
3.979167,3.589286,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,21 to 25,,,Level-141,1.0
2.26,1.8,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,80.0,22.0,Level-140,1.0
3.3,3.275,English,GPOG_FT,6.0,No,No,Domestic,Male,HighSchool,21 to 25,77.0,16.0,Level-170,1.0
2.978261,2.134615,English,Apprentice_PS,6.0,No,Yes,Domestic,Male,HighSchool,0 to 18,88.0,27.0,Level-170,1.0
3.475,3.454545,Other,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,26 to 30,,,Level-161,1.0
3.6,3.775,,Intl Regular,6.0,No,No,International,Male,HighSchool,26 to 30,,,Level-161,1.0
4.086957,3.94,,Intl Regular,6.0,Yes,No,International,Female,PostSecondary,19 to 20,,,Level-170,1.0
1.676471,2.678571,Other,Intl Regular,6.0,No,No,International,Male,PostSecondary,0 to 18,,12.0,Level-141,0.0
4.354167,4.340909,English,GPOG_FT,6.0,No,No,Domestic,Female,HighSchool,21 to 25,96.0,41.0,Level-170,1.0
3.131579,2.0,English,GPOG_FT,6.0,No,Yes,Domestic,Male,PostSecondary,26 to 30,68.0,13.0,Level-170,1.0
3.431818,1.795455,English,GPOG_FT,6.0,No,Yes,Domestic,Male,HighSchool,19 to 20,78.0,21.0,Level-160,1.0
